,token,v_1,v_2
184,able,-0.5904139,1.5034255
185,something,-2.0272756,-0.48327646
186,president,-0.55884653,1.389226
187,meeting,-0.3540407,1.6587234
188,keep,-0.7632491,-0.032676965
189,future,0.25445524,0.057811063
190,far,-0.59450865,-0.4396499
191,deal,-0.41714492,0.98803025
192,development,0.035403714,0.5866653
193,find,-0.64245176,-0.3887136
194,times,-0.26121458,-0.053502783
195,office,1.1256644,-0.17118977
196,led,-0.6639134,0.1538041
197,among,-2.0958552,0.8115968
198,increase,0.44278836,1.5531652
199,whether,-0.4950059,0.3348739
200,cost,1.5508534,0.09324345
201,security,0.17752765,-0.5602414
202,job,0.08410617,-0.89355093
203,less,-0.4901607,-0.057827897
204,head,-1.7144318,-1.0080696
205,seven,-0.9888983,1.5829742
206,growth,0.023611674,1.5062388
207,lost,-1.2238662,-0.20398004
208,pay,-0.28909177,0.65807956
209,looking,-1.0022409,0.0054309284
210,provide,-0.23897432,1.8230462
211,plans,-0.030751318,1.4866538
212,products,0.8661838,1.366661
213,car,0.26626706,-0.32536978
214,recent,-0.019454,-0.14807236
215,hard,-0.37944397,-0.94081885
216,always,-1.6452159,-0.6267818
217,include,-0.5760419,2.186898
218,women,-0.53683126,0.022585379
219,across,-1.8141996,0.17124471
220,tax,-0.03641302,0.84809136
221,water,1.6937087,0.26315722
222,continue,-0.14120072,0.453682
223,important,-0.61647487,0.09952416
224,different,-1.824493,0.615707
225,close,-0.37405092,-0.491102
226,late,-0.12810677,-1.0556333
227,decision,-0.532343,0.58552426
228,current,0.43788797,0.18750861
229,law,-0.28968185,1.1051315
230,within,-0.35532898,0.11020465
231,along,-0.46520615,-0.38915813
232,played,-1.3581343,-0.67144704
233,move,-0.7985314,-0.18210754
234,enough,-1.3896646,0.16769241
235,become,-2.551509,0.13436125
236,side,-1.9673139,-0.35617274
237,national,-0.39355823,1.3390669
238,results,0.44960415,0.48989597
239,level,0.286276,-0.06083785
240,loss,-0.057683278,-0.25427386
241,economic,-0.04055279,1.0755401
242,coach,-0.6797705,-0.99667716
243,near,-0.48924056,0.47696656
244,getting,-1.6554916,-0.088905066
245,price,0.38515976,1.5626779
246,event,-0.05483547,0.4269261
247,fourth,-0.57495975,1.1482304
248,change,-0.1620726,0.24823095
249,small,-0.16013964,-0.93744725
250,board,0.55224675,-0.36921698
251,goal,-0.30913916,-0.19018775
252,taken,-0.8706902,-0.114097536
253,field,-0.11423575,-0.9551712
254,prices,0.3056271,1.5665578
255,weeks,-0.14651145,0.0048131053
256,men,-0.50206923,-0.102551244
257,asked,-0.8185308,1.811012
258,eight,-0.96307063,1.5966537
259,data,0.98172086,1.3658804
260,shot,-0.11639498,-2.4977002
261,started,-0.5775526,-0.29665107
262,director,-0.41182244,1.3946757
263,party,-0.291565,0.10997218
264,federal,0.9782114,0.09529549
265,done,-0.47723246,-0.5043304
266,political,-0.47078913,-1.1199925
267,minutes,-0.012331332,0.005084902
268,taking,-1.010585,-0.038510848
269,technology,1.4019579,0.86796695
270,project,0.94150156,0.21013106
271,center,0.12240106,-0.5398886
272,leading,-1.0722615,0.21075487
273,issue,-0.33895501,-0.033217013
274,though,-0.483951,-0.46306285
275,period,0.38633066,-0.13938934
276,likely,-0.49561757,0.52315754
277,scored,-1.6149935,-0.15221906
278,strong,-0.14808066,0.005895529
279,series,-0.21807963,-0.16502391
280,military,-0.051308475,-0.15759106
281,seen,-0.65398705,-0.014619412
282,trying,-0.8355433,1.3514843
283,coming,-0.97910476,-0.3829864
284,process,1.4194587,0.4649128
285,building,0.44836912,-0.39584586
286,behind,-0.24583949,-1.5377808
287,performance,-2.1340523,-0.04593031
288,management,-0.020891704,0.6824851
289,saying,-0.6292908,1.6677452
290,earlier,0.24697594,-0.38694838
291,believe,-0.9848107,1.3977257
292,oil,1.0854173,0.3217983
293,given,-0.5215512,1.0734051
294,customers,0.22111315,1.7975609
295,due,-0.012948787,0.3579659
296,following,0.0212574,-0.16835538
297,term,0.34523547,-0.43998984
298,others,-0.6002002,0.031486306
299,statement,0.0022224681,0.76266646
300,international,-0.6149688,1.1764816
301,economy,-0.10182508,1.2022452
302,health,0.2236802,-0.23094009
303,thing,-1.9796205,-0.67195535
304,return,-0.9487991,-0.26570082
305,killed,-0.106075265,-3.0719593
306,face,-0.2603118,-2.0105193
307,low,-0.86899513,0.28259206
308,higher,-0.30128124,0.78108144
309,site,0.2425708,2.0020926
310,yet,-0.31686822,-0.47858065
311,hours,0.075737625,0.14354303
312,control,-2.5197864,0.10475532
313,received,-0.6723819,1.0986704
314,rate,0.15850477,0.357499
315,career,-0.28628126,-0.7911507
316,teams,-1.0270691,-0.7160889
317,known,-0.84870964,-0.07886286
318,offer,-0.48059756,1.8271416
319,race,-0.18260203,-0.56541735
320,ever,-1.133757,-0.6272793
321,experience,-0.79045075,-0.8244677
322,playing,-1.3562684,-0.6531714
323,name,0.09203267,-0.7485013
324,possible,-0.2024712,0.3150447
325,countries,-0.40230548,1.3355249
326,average,-0.32895774,1.5110226
327,together,-0.83088315,-0.79060173
328,using,-0.19471097,1.2161537
329,cut,-0.10059561,-1.564027
330,total,0.2058875,0.93982655
331,round,-0.37663746,-0.41685334
332,young,-0.36711645,-2.0602372
333,nearly,-0.31004146,0.31088293
334,shares,0.0071149017,1.6227762
335,member,-0.13057171,0.4259637
336,campaign,-0.110408425,-0.5859626
337,media,-0.81080455,0.24525769
338,needs,-0.70425,1.267082
339,house,0.29117337,0.071669295
340,issues,-0.25766098,0.023375101
341,costs,1.6113791,0.10437895
342,fire,0.121962026,-1.3782618
343,victory,-0.6935509,-0.8673761
344,player,-1.5523127,-0.7690213
345,began,-0.5422095,-0.26113674
346,sure,-1.4154534,0.20658512
347,story,-0.4329579,-2.7286549
348,staff,0.23552412,0.009561082
349,order,0.24324605,0.506379
350,war,-1.8699012,-0.75171286
351,large,-0.21279357,-0.77216166
352,interest,0.13051184,0.094726786
353,stock,-0.047848422,1.6463398
354,food,0.6296736,1.6276723
355,research,0.37611896,0.06834063
356,key,-0.60051644,0.16017635
357,morning,-0.41199973,0.06364226
358,conference,-0.62660617,2.0188615
359,senior,-0.20923613,-0.0333049
360,global,-0.68150854,1.5175818
361,death,-0.069175236,-3.0063684
362,person,-0.94855964,-0.266962
363,thought,-1.4013885,-0.46993104
364,gave,-0.90613073,1.2516692
365,feel,-1.1079037,-0.5407009
366,energy,0.5612224,0.20912667
367,history,-0.2580449,-1.2057517
368,recently,0.07476202,-0.03003832
369,largest,-0.80651367,0.055816345
370,general,1.1533738,-0.35149765
371,official,-0.39524204,0.62551314
372,released,0.010681844,0.1933139
373,wanted,-0.83597463,1.5795959
374,meet,-0.26928475,0.50096416
375,short,-0.3275897,-0.22453247
376,outside,-0.14816427,-1.5336761
377,running,-1.3472682,-0.28417537
378,live,-0.011343711,-0.58909106
379,ball,-0.5964673,-1.893907
380,online,1.2201055,1.887998
381,real,-1.07201,-0.4088854
382,position,-0.68011105,-0.03820026
383,fact,-0.8147413,-0.7590293
384,fell,0.14465511,1.1831985
385,nine,-0.9459784,1.6426444
386,front,-0.32527387,-1.2134745
387,action,0.08175315,-0.03094061
388,defense,-0.63525313,-0.9102062
389,problem,-0.88537276,-0.81730586
390,problems,-0.924009,-0.8661354
391,nation,-0.54897964,0.63142556
392,needed,-0.64644104,1.1172031
393,special,-0.003759917,1.0865699
394,almost,-0.92278653,-0.796556
395,chance,-0.89188015,0.46937233
396,result,0.080341436,0.17056532
397,reports,0.049722835,1.1808622
398,leader,-0.3323511,0.47680748
399,investment,-0.16204166,1.774449
400,yesterday,-0.56338763,0.0019241883
401,leaders,-0.109523796,0.62485343
402,ahead,-0.33077556,-0.67397
403,production,0.48500258,0.683041
404,comes,-1.1318449,0.20638901
405,runs,-1.322535,-0.27723962
406,match,-0.94911766,-0.3159507
407,role,-0.46008098,0.028357986
408,kind,-1.2928876,-0.9982579
409,try,-0.9654701,1.1751459
410,ended,-0.09374759,-0.5915091
411,risk,0.015120626,-0.21809083
412,areas,-0.08943459,0.9889299
413,election,-0.037035204,0.07731415
414,workers,0.2920916,0.043422014
415,visit,-0.34426773,1.4312365
416,bring,-0.9766113,0.4039546
417,road,-0.041832898,0.029648647
418,music,2.125195,-0.4579019
419,study,0.3199813,0.28787604
420,makes,-0.77271646,1.1388942
421,often,-0.66360176,-0.546225
422,release,-0.014907245,0.16761175
423,woman,-0.38902295,-1.130583
424,vote,-0.038671162,0.45077607
425,care,0.03342861,-1.0666211
426,town,0.33788767,1.0215582
427,clear,-0.23383242,-0.23461659
428,comment,-0.6583988,2.014984
429,budget,0.37159258,0.17781842
430,potential,-0.3394884,0.91947144
431,single,0.23811182,-0.21679737
432,markets,-0.1337668,1.59754
433,policy,-0.2608093,0.3794963
434,capital,0.12541178,-0.08453287
435,saw,-0.72183853,-0.47667563
436,access,0.21717048,1.794801
437,weekend,-0.23284152,0.04440866
438,operations,0.09975441,0.23075232
439,whose,0.045391977,-1.4507161
440,net,0.4931231,0.34824556
441,hand,-0.0036359187,-3.192297
442,increased,0.34100267,1.5775146
443,charges,0.88562465,-1.5160491
444,winning,-0.6219973,-0.5661333
445,trade,-1.6073052,1.1339852
446,income,0.6960081,0.8968541
447,value,0.38626057,0.19098917
448,involved,-0.19342692,0.22512113
449,bill,0.09815176,0.23267695
450,compared,0.048359793,0.43121144
451,anything,-2.2966464,-0.32147428
452,manager,-0.26580027,1.3082347
453,property,0.24733135,0.5494828
454,stop,-1.3371563,0.24424046
455,annual,0.09893088,1.0574359
456,private,0.047435205,0.07685672
457,contract,-0.037153203,0.29522207
458,died,-0.2154291,-3.0507708
459,hope,-0.5825147,1.7806834
460,product,0.88428754,1.370019
461,fans,-2.0706668,-0.00979824
462,lower,-0.3610053,0.7504407
463,demand,0.12677397,0.60843074
464,club,-0.9951811,-0.087564975
465,comments,-0.92059314,1.552595
466,film,1.2807035,-1.4804701
467,yards,0.008487662,-0.47951984
468,quality,0.31613377,0.08545133
469,currently,-0.1572359,0.5740508
470,events,0.009824878,0.38899913
471,addition,-0.2554565,1.3654406
472,couple,-1.474547,0.98095554
473,schools,1.5119665,-0.1516097
474,attack,-0.45218563,-1.140902
475,region,-0.19376907,1.1248099
476,latest,-1.3741341,0.1625943
477,opportunity,-0.8196172,0.7579678
478,worked,-0.3267708,0.20591505
479,course,0.21523742,-0.21023405
480,bad,-0.91161966,-1.834924
481,fall,-0.50168353,0.39736825
482,jobs,1.4297444,-0.5422396
483,list,-0.10578138,1.1318265
484,let,-1.4687546,0.27674815
485,however,-0.31970543,-0.2894557
486,chief,-0.40498906,0.5072635
487,summer,-0.10559143,0.00788689
488,programs,0.21202782,0.35042977
489,revenue,1.3421018,1.2660317
490,rose,0.3467147,1.3327982
491,previous,0.86024016,-0.0821849
492,football,-0.88140625,-0.28655517
493,biggest,-0.8500212,-0.3837411
494,employees,0.37858754,0.24334884
495,changes,0.21014628,0.38126695
496,residents,-0.21652485,0.9075371
497,means,-0.89206886,0.9662373
498,agreement,-0.096340954,1.3270763
499,includes,-0.53139114,2.3315556
500,post,-0.00040707923,-0.9831136
501,probably,-1.4024439,-0.42923218
502,related,-0.06988125,0.72253317
503,training,0.060305968,-1.3511846
504,allowed,-0.08995607,1.9478091
505,class,1.2153118,-0.55901945
506,bit,-1.1538945,-0.9578725
507,video,1.5423371,0.69205576
508,sent,-0.2577355,0.44483727
509,education,1.3393939,0.24364696
510,states,0.2353822,0.8020698
511,straight,-0.93921673,0.012265244
512,love,-1.4098605,-1.2870196
513,beat,-1.0253621,-1.1814363
514,hold,-0.86582536,0.12300663
515,turn,-1.1957899,-0.65496266
516,finished,-0.51242954,-0.814155
517,network,0.83194363,1.761256
518,buy,-0.07071316,1.9664073
519,foreign,-0.15176854,0.8317698
520,especially,0.016865361,-0.5560963
521,groups,-0.13509746,1.0932716
522,wants,-0.88444144,1.91472
523,title,0.016959675,-0.33509734
524,included,-0.54481345,2.0981834
525,turned,-1.0400226,-0.7717064
526,bank,-0.34367967,1.3516746
527,efforts,-0.22308749,0.14312828
528,personal,1.3957782,-1.3123323
529,businesses,-0.18601708,1.5755707
530,situation,-0.6936472,-0.41526136
531,district,1.5969875,0.14732322
532,allow,-0.26060602,2.0436826
533,helped,-0.56038,1.8630637
534,body,0.008235725,-3.2257776
535,nothing,-2.2383075,-0.32647806
536,soon,-0.21799757,-0.6197875
537,safety,0.15644568,-1.5739243
538,officer,-0.16209926,-0.3100798
539,cents,0.7461329,0.81892586
540,additional,-0.029449541,1.5519723
541,wife,0.41713533,3.0391552
542,showed,-0.44653153,1.4599887
543,leave,-0.964606,-0.56753176
544,investors,-0.19081917,1.8819935
545,parents,0.73591983,0.8116188
546,medical,0.46465647,-0.92147166
547,spending,0.8433098,0.16836454
548,non,-0.14203809,1.0655961
549,matter,-0.4864623,0.068611644
550,spent,-0.66641873,0.35431078
551,child,0.84108585,0.86400676
552,effort,-0.265404,0.14681736
553,opening,-0.51887715,-0.5713536
554,either,-0.76931304,0.20448817
555,range,-0.3292843,1.5894186
556,question,-1.1561131,0.14699796
557,goals,-0.25072485,-0.13156827
558,administration,0.09453433,0.14894143
559,friends,-1.059876,0.5070709
560,shows,-0.43519658,1.1134148
561,difficult,-0.23656985,-1.1123278
562,kids,0.0052122697,-0.08215725
563,paid,-0.5359671,0.5443957
564,create,-0.82796264,0.7905196
565,cash,-0.4355237,0.4127224
566,age,0.04134024,-2.4899297
567,league,-1.3343658,-0.14749867
568,form,-0.733194,-0.20281516
569,impact,0.018941171,0.60146177
570,drive,-2.2767458,-0.04013762
571,someone,-2.25971,-0.13554709
572,became,-2.6003768,0.12782705
573,stay,-0.7430937,-0.14276677
574,fight,-0.4064495,-1.1091222
575,significant,0.30552226,0.5528983
576,firm,-0.03088998,1.4973593
577,hospital,0.714189,-1.4159611
578,charged,-0.82383335,-0.99733454
579,operating,0.3879975,0.56259024
580,main,-0.435966,0.070743494
581,book,0.4044329,-1.8398775
582,success,-1.5045121,0.041100338
583,son,0.57688236,3.1347907
584,trading,-1.6956093,1.3425292
585,focus,-0.6996266,2.0065782
586,room,0.4737427,-1.1824749
587,continued,-0.07875756,0.25127414
588,everything,-2.3220315,-0.13706917
589,agency,0.020917984,1.1798035
590,brought,-0.9588486,-0.19977565
591,talk,-1.0193952,1.7023108
592,break,-1.2115759,-1.1635942
593,air,0.28580192,-0.3771242
594,software,1.9723098,1.8641956
595,decided,-0.65043336,2.0493495
596,ready,0.028909829,0.4645421
597,track,0.022839319,-1.8894966
598,provides,-0.41096535,2.2181962
599,mother,0.51042825,3.0110385
600,base,-1.727869,0.21058871
601,trial,0.012235206,-0.98292184
602,phone,1.9726388,1.4371928
603,build,-0.35904542,0.7929021
604,conditions,0.086024344,-0.84553033
605,rest,-1.1921928,-0.14701308
606,terms,0.08635722,0.31432316
607,expect,-0.5775561,1.566232
608,despite,-0.45331547,0.12378675
609,closed,-0.49733156,-0.5641152
610,starting,-0.6945302,-0.370779
611,provided,-0.16801643,1.8362024
612,pressure,-0.3701602,0.01981672
613,lives,-0.043205965,-2.1842697
614,step,-0.6485528,-0.014137202
615,remain,-0.54527164,-0.080700375
616,similar,-1.4733678,-0.47890407
617,charge,0.6543218,-1.464729
618,date,0.1169442,0.1564303
619,whole,-1.8101463,-0.2811772
620,land,-0.018285979,0.45755333
621,growing,-0.24937856,1.0343215
622,projects,0.98251677,0.17164885
623,cases,0.063773714,-0.6264485
624,ground,0.10214062,-0.4066093
625,legal,0.069568366,0.31535733
626,agreed,-0.40686655,2.0138965
627,tell,-1.1248612,1.2998528
628,test,0.22410816,-0.64863783
629,everyone,-2.563599,-0.06085361
630,pretty,2.2633522,-1.3552582
631,moved,-0.7716813,-0.3953452
632,profit,1.4943599,1.1046301
633,throughout,-1.8260813,0.21502712
634,inside,-0.06667258,-1.7162883
635,ability,-0.7809207,-0.023129495
636,overall,-2.353405,0.18879786
637,pass,-0.25463456,-0.9752601
638,officers,-0.17774825,-1.1784091
639,rather,-0.9215593,-0.17759712
640,actually,-0.87954825,-0.58568656
641,county,1.6175475,0.14657246
642,amount,-0.19620553,0.20452622
643,scheduled,-0.18384553,1.5967579
644,organization,-0.030842435,1.0648919
645,giving,-0.747792,1.2720659
646,credit,-0.82763153,0.80777323
647,father,0.5586,3.08937
648,drug,-0.4327174,-1.4513128
649,investigation,-0.37936306,0.85191613
650,families,0.023380084,1.2673324
651,funds,-0.4362479,1.3110467
652,patients,1.0118449,-0.81689286
653,takes,-1.170987,0.25036868
654,systems,1.2223893,1.2452636
655,complete,-0.01423053,0.50079805
656,sold,0.16959246,1.92571
657,practice,-0.43555668,-0.4578052
658,calls,0.06984147,1.2525358
659,force,-0.015635371,-0.72521996
660,student,1.3795313,-0.16070497
661,idea,-0.5072529,-0.7267708
662,reached,-0.34390792,0.20103085
663,reason,-0.9267373,-0.18925348
664,levels,0.34115162,0.016026929
665,space,0.2351319,-0.001658415
666,competition,-0.7417444,0.0766753
667,forces,-0.045745026,-0.5236673
668,sector,-0.12387082,1.973117
669,tried,-0.8022044,1.2265863
670,common,-1.0053777,-0.59523314
671,homes,0.102514446,0.9923744
672,stage,-0.023377255,-0.792006
673,department,0.33704165,0.44183558
674,named,-0.90270185,0.39613724
675,offers,-0.46822315,2.1196187
676,star,-1.1672884,-1.9526087
677,certain,0.025409471,0.7547944
678,double,-0.08273459,0.09349654
679,longer,-0.9865066,-0.18846267
680,followed,-0.47743937,0.07734818
681,cause,-0.45566565,-1.0517126
682,signed,-0.20333478,0.10024087
683,committee,1.4377248,0.01786678
684,hour,0.10134652,0.13437818
685,college,0.5056644,-0.15342475
686,users,1.6956142,2.0229373
687,sign,-0.536401,-0.41402966
688,living,0.008043231,-0.6848892
689,failed,-0.6508173,0.7394339
690,reach,-0.47430828,0.22737047
691,quickly,0.097304925,-0.18176484
692,receive,-0.7326512,1.490924
693,debt,-0.11562619,0.63301903
694,sale,0.0077129896,1.9595057
695,insurance,-0.11770225,0.27358052
696,anyone,-2.5795722,-0.0932031
697,tournament,-0.36077002,-0.51593584
698,gas,1.2164766,0.18759921
699,talks,-0.5789247,2.0636811
700,serious,-0.21307917,-0.95756084
701,required,-0.13950062,1.686012
702,sell,-0.04201277,1.935911
703,construction,0.4967233,0.10885085
704,evidence,-0.14652462,-0.11322412
705,remains,-0.51231796,-0.17905843
706,black,0.7430266,-1.6651155
707,improve,0.06573982,2.1343482
708,crisis,-1.0116397,-0.08244647
709,address,-1.2276295,0.37965906
710,questions,-1.0295999,0.31435525
711,easy,0.18167683,-0.7429015
712,begin,-0.49228337,-0.035369173
713,view,-0.8017739,1.6109247
714,heard,-0.2275441,0.004955791
715,executive,-0.5487879,1.4370152
716,raised,-0.4993914,0.2092504
717,store,0.28745317,1.3749672
718,gets,-1.5298402,0.37294158
719,filed,0.1981312,0.40500498
720,huge,-0.3557938,-0.8545395
721,moving,-0.7471445,-0.21995245
722,seems,-0.9283241,-0.45493704
723,met,-0.2585371,0.5268314
724,thousands,-1.5483066,0.40589488
725,solutions,0.82759756,1.7122896
726,score,-0.8554563,-0.34372824
727,content,1.2084287,1.0387315
728,treatment,0.0003746245,-0.89902115
729,offered,-0.45177034,1.7615675
730,built,0.19627601,0.28103304
731,hits,-1.1485124,-0.6933073
732,present,-0.19838384,1.3471217
733,attacks,-0.51449853,-1.1072953
734,although,-0.35384643,-0.21066894
735,social,-0.012767476,0.24273412
736,afternoon,-0.27858314,0.039919075
737,vehicle,0.2944922,-0.36391273
738,read,0.41766098,-1.4120122
739,example,-0.27708596,-0.69226205
740,rise,-0.28878838,1.1636938
741,minute,-0.017042784,0.034427173
742,banks,-0.3979758,1.4226379
743,council,1.3351822,0.15974183
744,troops,-0.0859668,-0.49723002
745,rates,0.1492035,0.34623757
746,tough,-0.4535055,-1.08338
747,works,-0.19347906,0.45401737
748,fifth,-0.60774857,1.2238176
749,knew,-1.4180664,-0.48748964
750,felt,-0.9259367,-0.65098864
751,website,1.1258248,2.188053
752,fund,-0.3220576,1.3416513
753,issued,0.33525586,0.20202804
754,immediately,-0.04730353,0.025892321
755,opened,-0.58667195,-0.7025583
756,goes,-1.242966,0.0025115996
757,proposed,0.07594098,1.5022678
758,happy,1.4688644,1.461762
759,guys,-2.6098409,-0.7768254
760,response,-0.47910565,0.25475165
761,numbers,-0.07182087,0.062809035
762,benefits,0.013871839,0.96942633
763,happened,-2.3153253,-0.039247002
764,light,0.7673135,-1.0281472
765,positive,-0.3699901,0.15935118
766,chairman,-0.5618969,1.401082
767,claims,-0.4312023,1.8480002
768,details,0.10864185,0.78746337
769,accused,-1.3613728,1.6825709
770,equipment,0.39926156,-0.20720793
771,dropped,-0.22936277,0.8524632
772,dollars,-0.69119877,0.8385493
773,various,-1.6941338,1.140536
774,worth,0.2185319,-0.23989017
775,judge,-0.18057853,-0.15588166
776,considered,-0.7778413,0.73767775
777,commercial,0.030666487,1.0168294
778,activities,0.21808419,0.35252994
779,dollar,0.07759145,1.9437741
780,plant,0.25553608,-0.027172014
781,mobile,1.8795146,1.4114956
782,television,0.47635883,1.9608421
783,rules,-0.13568178,1.2171588
784,rights,0.056221105,0.10937357
785,review,0.056319967,1.0379826
786,quite,1.9931902,-1.3759564
787,regular,-0.046094816,-0.005921228
788,served,-0.57414085,0.9994065
789,kept,-0.7252351,-0.12831931
790,marketing,-0.4696496,1.7455544
791,created,-0.75687635,0.37722695
792,heart,-0.55876684,-2.8082016
